0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.303606e-01;-6.922534e-01;5.468875e-01;-5.320102e-01;7.642007e-01;-3.967138e-01;7.486885e-01;5.986779e-03;2.711782e-01;1.337292e-01;-1.106410e-01;-1.108841e-01;2.229391e+00
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.150903e+00;-1.805646e+00;1.202083e+00;-2.146454e+00;1.646334e+00;-1.385113e+00;1.938264e+00;-1.499392e+00;3.295223e-01;-1.654067e-01;2.706373e-01;-2.427993e-01;6.886153e+00
0;0;0;0;0;0;0;0;0;0;0;0;0;-4.151803e+00;-3.461267e+00;2.734437e+00;-2.660051e+00;3.821003e+00;-1.983569e+00;3.743443e+00;2.993389e-02;1.355891e+00;6.686459e-01;-5.532051e-01;-5.544203e-01;1.114695e+01;-7.082974e-01;-2.665754e+00;1.302158e+00;-3.677050e+00;1.784340e+00;-2.395461e+00;2.348814e+00;-3.495081e+00;2.054462e-01;-9.940182e-01;7.130235e-01;-4.173602e-01;1.032435e+01
0;0;0;0;0;0;0;0;0;0;0;0;0;-3.678613e+00;-7.297595e+00;4.643197e+00;-9.402244e+00;6.321170e+00;-5.933778e+00;7.819602e+00;-7.511926e+00;9.696661e-01;-1.161356e+00;1.629789e+00;-9.367863e-01;2.885729e+01;1.644086e-01;-2.137079e+00;1.225757e+00;-3.688948e+00;6.992054e-01;-2.403912e+00;1.655179e+00;-3.978591e+00;3.460283e-01;-1.259840e+00;1.190523e+00;-6.780399e-02;8.923529e+00
-2.075902e+01;-1.730633e+01;1.367219e+01;-1.330025e+01;1.910502e+01;-9.917845e+00;1.871721e+01;1.496695e-01;6.779455e+00;3.343229e+00;-2.766025e+00;-2.772101e+00;5.573476e+01;-1.702181e+00;-9.679972e+00;4.189192e+00;-1.368413e+01;5.761112e+00;-9.010416e+00;7.834269e+00;-1.371944e+01;5.423976e-01;-4.389413e+00;2.750223e+00;-1.618408e+00;3.719311e+01;1.599481e+00;7.627859e-02;5.468123e-01;-1.533016e+00;-1.693203e+00;-8.924098e-01;-6.467730e-01;-2.350168e+00;3.017213e-01;-1.285483e+00;1.184169e+00;6.796132e-01;7.680918e-01
-8.013557e+00;-2.783480e+01;1.637989e+01;-4.036109e+01;2.205334e+01;-2.470997e+01;2.973940e+01;-3.763446e+01;1.458603e+00;-7.478396e+00;9.531959e+00;-3.297881e+00;1.164191e+02;-4.027683e-01;-7.576045e+00;5.401410e+00;-1.293270e+01;2.525973e+00;-8.506134e+00;6.230484e+00;-1.301827e+01;2.136888e+00;-3.770171e+00;4.300902e+00;1.929740e-01;3.159457e+01;9.968311e-01;2.025428e+00;4.429447e-01;2.019758e+00;-2.351576e+00;1.498953e+00;-2.323528e+00;1.605894e+00;4.708988e-01;-3.486090e-01;7.150960e-03;9.760817e-01;-8.147840e+00
-4.504124e+00;-3.448246e+01;1.275602e+01;-4.824010e+01;1.777889e+01;-3.269710e+01;2.430164e+01;-4.977998e+01;1.982686e+00;-1.820786e+01;8.985137e+00;-6.443100e+00;1.277560e+02;2.207680e+00;-2.940649e+00;5.089392e+00;-8.559903e+00;-2.747413e+00;-5.159440e+00;1.304136e+00;-8.967735e+00;2.280887e+00;-4.454362e+00;4.032084e+00;2.278766e+00;1.361877e+01;1.618063e-01;2.601885e+00;1.885261e-01;3.704237e+00;-1.516598e+00;2.819262e+00;-1.843238e+00;3.634782e+00;1.699422e-01;2.407240e-01;-1.130984e+00;2.032280e-01;-1.105689e+01
-1.014129e+01;-2.929216e+01;2.746514e+01;-4.719357e+01;1.329293e+01;-3.114104e+01;2.836020e+01;-4.012651e+01;1.308282e+01;-8.075308e+00;1.562893e+01;2.800370e+00;1.219622e+02;-6.493884e-01;-5.401173e-01;6.407820e+00;-1.865569e+00;-1.182448e+00;-3.645027e-01;-5.329729e-01;-1.858310e+00;2.454916e+00;-2.871927e+00;1.024613e+00;1.995035e+00;-9.474258e-02;-1.888302e-01;1.441042e+00;-1.234566e+00;3.531055e+00;-9.430341e-02;2.257180e+00;-1.075134e+00;2.543460e+00;-4.574967e-01;-1.418421e-02;-2.453481e+00;-1.393520e+00;-8.131675e+00
-8.656751e+00;-3.128090e+01;3.357652e+01;-5.268353e+01;9.748158e+00;-3.249951e+01;2.592749e+01;-4.344298e+01;1.237178e+01;-1.863013e+01;1.434591e+01;5.572602e+00;1.210571e+02;-7.698390e-01;-1.885107e-01;4.628618e+00;-6.965088e-01;3.233271e-02;1.015080e+00;1.999809e+00;-1.125511e+00;1.233095e+00;-3.634915e+00;-1.266552e+00;-1.503299e+00;-2.246713e+00;-4.083530e-01;2.641075e-01;-2.248768e+00;2.652363e+00;7.964566e-01;6.488578e-01;-1.238230e-01;1.678965e+00;-5.204229e-01;1.041732e+00;-2.314694e+00;-1.829411e+00;-3.009810e+00
-9.184186e+00;-3.213617e+01;3.800874e+01;-4.746722e+01;2.015647e+01;-2.663128e+01;2.626161e+01;-5.009451e+01;8.538634e+00;-2.162690e+01;1.197464e+01;6.694424e-01;1.192948e+02;1.418402e-01;-1.746903e+00;-5.410307e-01;7.908802e-01;6.645826e-01;-3.074943e-01;5.069765e-01;-4.222080e+00;3.733001e-01;-4.250815e+00;-5.317185e+00;-4.883593e+00;-1.131064e+00;2.077563e-01;-1.069103e-01;-2.498003e+00;1.167317e+00;5.723131e-01;-6.128389e-01;4.390284e-02;1.569761e+00;-5.245646e-01;1.829729e+00;-8.766821e-01;-6.241707e-01;4.969557e-02
-8.831870e+00;-3.400301e+01;3.062731e+01;-5.158582e+01;1.450878e+01;-2.987658e+01;3.534998e+01;-5.042354e+01;1.042026e+01;-2.960665e+01;4.479520e+00;-1.289413e+01;1.178561e+02;-2.296991e-01;-1.016719e+00;-2.680024e+00;3.373687e+00;3.113543e-01;-1.943655e+00;1.650467e-01;6.089745e-01;7.195798e-01;1.443743e+00;-4.370489e+00;-3.428973e+00;-9.121186e-01;1.713727e-01;1.831769e-01;-1.143855e+00;6.577169e-01;1.014450e+00;-6.661819e-01;-3.548084e-01;2.114266e+00;-7.120252e-01;2.591053e+00;9.584823e-01;1.222727e+00;4.601291e-01
-9.344527e+00;-3.666562e+01;2.623459e+01;-4.378802e+01;1.423553e+01;-3.398998e+01;2.618384e+01;-5.774664e+01;1.592509e+01;-2.384113e+01;-6.023801e+00;-1.238423e+01;1.179074e+02;1.193232e-01;-6.605648e-01;-2.427876e+00;1.935919e+00;1.539606e+00;-1.949330e+00;6.039222e-01;5.123250e+00;8.884983e-02;3.737391e+00;-1.806828e+00;-1.629811e-01;-5.135620e-01;1.108917e-01;5.650604e-01;3.989795e-01;-4.321837e-01;1.121526e+00;1.132221e-02;1.883967e-01;1.598227e+00;-1.165687e+00;1.094413e+00;1.794975e+00;1.481481e+00;3.029603e-01
-9.725076e+00;-3.409977e+01;2.606348e+01;-3.765470e+01;1.426540e+01;-3.853843e+01;2.679161e+01;-3.657204e+01;1.227645e+01;-1.030429e+01;1.492684e+00;-5.045431e+00;1.171902e+02;9.828301e-02;1.842049e-01;-1.472366e-01;2.019556e+00;4.667070e+00;-1.494912e+00;1.772938e-01;4.773154e+00;-2.184806e+00;5.326247e+00;1.770681e+00;2.250028e+00;-2.548187e-01;2.181688e-01;3.661138e-01;9.544401e-01;-1.615069e+00;6.561970e-01;2.031594e-01;6.129562e-01;-1.277215e+00;-7.948231e-01;-1.261027e+00;1.344319e+00;2.182032e-01;2.460372e-01
